row,RecordID,Publication,Pub,Taxon,Class,Order,Family,Species,SpeciesSynonyms,animal,phylo,Common.name,Genus,Species.name,Body.mass,Log.Mb,Primary.diet,Diet.details,Foraging.guild,Nesting.guild,Volent,n.captured,method.of.capture,Measure,Ecosystem,Tree.species,Cause.of.decline,Decline.cause,Decline.permanence,Decline.scale,Decline.speed,Decline.severity,Location,Temporal.or.Spatial,Temporal.y,Beta,r,t,F,p,chi,Decline.mean1,sd1,se1,95%.CI1,n1,Intact.mean2,sd2,se2,95%.CI2,n2,yi,log_yi,vi,Calcualted_from
395,395,"{Drever, 2007 #32775}","Drever, 2007 ",Vertebrate,Bird,Passeriformes,Icteridae,Molothrus ater,Molothrus_ater,Molothrus_ater,Molothrus_ater,"Cowbird, Brown-headed",Molothrus,ater,,,I,I,GRO,TREE,,,,,Mixed conifer/deciduous forest,Quaking aspen (Populus tremuloides); Douglas-fir (Pseudotsuga menziesii),Mountain pine beetle (Dendroctonus ponderosae),Insect,1,1,1,3,"British Columbia, Canada",1,10,,0.1,6.59,,,,,,,,,,,,,,0.2010075631,0.0795457423,0.0123285361,r
396,396,"{Drever, 2007 #32775}","Drever, 2007 ",Vertebrate,Bird,Passeriformes,Paridae,Poecile gambeli,Parus_gambeli,Parus_gambeli,Parus_gambeli,"Chickadee, Mountain",Parus,gambeli,,,I,I,CAN,CAV,,,,,Mixed conifer/deciduous forest,Quaking aspen (Populus tremuloides); Douglas-fir (Pseudotsuga menziesii),Mountain pine beetle (Dendroctonus ponderosae),Insect,1,1,1,3,"British Columbia, Canada",1,10,,0.1,7.58,,,,,,,,,,,,,,0.2010075631,0.0795457423,0.0123285361,r
397,397,"{Martel, 1997 #519}","Martel, 1997 ",Arthropod,Insecta,Lepidoptera,Lepidoptera,,Lepidoptera,Lepidoptera,Lepidoptera,Moth/butterfly larvae - exposed,Lepidoptera,Lepidoptera,,,L,P,CAN,,,112.71,Sampling multiple seasons over 3 years,Abundance,Sugar maple forest,Acer saccharum,Multiple causes,Abiotic,0,0.5,0,0.5,"Quebec, Canada",0,,,,,,,,0.48,0.409930308,,,15,0.404,0.315952076,,,15,0.2020459959,0.0799210861,0.1340137097,x and SD
398,398,"{Wentzel, Unpublished data #547}","Wentzel, Unpub.",Vertebrate,Reptile,Squamata,Scincidae,Cryptoblepherus_buchananii,Cryptoblepherus_buchananii,Cryptoblepherus_buchananii,Cryptoblepherus_buchananii,,Cryptoblepharus,buchananii,,,I,I,BAR,,,23,Pitfall trapping,,Tuart woodlands,Eucalyptus gomphocephala,Phytophthora multivora,Pathogen,1,0,0,1,sw Western Australia,0,,,,,,,,,,,,12,,,,,12,0.2117507686,0.0834133038,0.1676007997,x and SD
399,399,"{Gunnarsson, 1988 #32780}","Gunnarsson, 1988 ",Arthropod,Arachnida,Araneae,Araneae,,Araneae,Araneae,Araneae,Raptorial spiders,Spiders,Spiders,,,I,I,CAN,,,442.4448,,,Spruce,Picea abies,Air pollution needle-loss,Abiotic,1,0,1,2,SW Sweden,0,,,,,,,,10.5,7.8,,,16,9.1,4.6,,,16,0.2131234814,0.0839050091,0.1257097128,x and SD
400,400,"{Ingwell, 2012 #32782}","Ingwell, 2012 ",Arthropod,Entognatha,Collembola,Collembola,,Collembola,Collembola,Collembola,Springtails,Springtails,Springtails,,,D,D,GRO,,,1728,,,Eastern hemlock,Tsuga canadensis,Hemlock woolly adelgid (Adelges tsugae) ,Insect,1,1,1,3,Southern New England,0,,,,,,,19.56018519,994,1819,,,4,734,,,,4,0.2140014100,0.0842191911,0.0000000010,chi
401,401,"{Drever, 2007 #32775}","Drever, 2007 ",Vertebrate,Bird,Passeriformes,Parulidae,Oreothlypis celata ,Vermivora_celata,Vermivora_celata,Vermivora_celata,"Warbler, Orange-crowned",Oreothlypis,celata,,,I,I,LOW,GRO,,,,,Mixed conifer/deciduous forest,Quaking aspen (Populus tremuloides); Douglas-fir (Pseudotsuga menziesii),Mountain pine beetle (Dendroctonus ponderosae),Insect,1,1,1,3,"British Columbia, Canada",1,10,,0.11,2.86,,,,,,,,,,,,,,0.2213432019,0.0868377194,0.0122762867,r
402,402,"{Lance, 2000 #1165}","Lance, 2000 ",Vertebrate,Bird,Passeriformes,Corvidae,Perisoreus canadensis,Perisoreus_canadensis,Perisoreus_canadensis,Perisoreus_canadensis,"Jay, Grey",Perisoreus,canadensis,,,O,O,CAN,TREE,,13,,,White and lutz spruce,Picea glauca/P.lutzii,Spruce beetle (Dendroctonus rufipennis),Insect,1,1,1,3,"Alaska, USA",0,,,,,,,0.16233577,8,,,,1,6,,,,1,0.2226351715,0.0872968850,2.0091385003,chi
403,403,"{Roberts, 2019 #30945}","Roberts, 2018",Vertebrate,Bird,Passeriformes,Certhiidae,Certhia americana,Certhia_americana,Certhia_americana,Certhia_americana,Brown creeper,Certhia,americana,,,I,I,BAR,TREE,,,,,Mixed conifer forest,Ponderosa pine (Pinus ponderosa) predominantly,Drought followed by bark beetles Dendroctonus spp.,Abiotic,1,0.5,1,2.5,"California, USA",1,7,,,,,,,,,,,,,,,,,0.2258833399,0.0884491429,0.3906974042,off graph
404,404,"{Adams, 1991 #1047}","Adams, 1991 ",Vertebrate,Mammal,Rodentia,Cricetidae,Myodes gapperi,Myodes_gapperi,Myodes_gapperi,Myodes_gapperi,Southern red-backed vole,Myodes,gapperi,42,0.21,L,O,GRO,GRO,N,219,Trapping,,Fraser fir,Abies fraseri,Balsam woolly adelgid (Adelges piceae),Insect,1,1,1,3,"North Carolina, USA",1,26,,,,,,2.997059597,31.09,,,,1,14.55,,,,1,0.2355851186,0.0918726690,2.0138750870,chi
405,405,"{Vindstad, 2015 #29916}","Vindstad, 2015 ",Vertebrate,Bird,Passeriformes,Fringillidae,Carduelis flammea,Carduelis_flammea,Carduelis_flammea,Carduelis_flammea,Common Redpoll ,Carduelis,flammea,,,S,S,CAN,LOW,,31,,predicted abundances provided by the Bayesian model ,Mountain Birch,Betula pubescens czerepanovii,Geometrid moth (Lepidoptera: Geometridae),Insect,0,0.5,1,1.5,northern Norway,0,,,,,,,,2.09,1.61,,,6,1.69,1.34,,,4,0.2384316751,0.0928720514,0.4195091499,x and SD
406,406,"{Moore, 2014 #381}","Moore, 2014 ",Vertebrate,Mammal,Dasyuromorphia,Dasyuridae ,Antechinus flavipes,Antechinus_flavipes,Antechinus_flavipes,Antechinus_flavipes,Mardo,Antechinus,flavipes,28,0.16,I,I,GRO,TREE,N,12,Trapping,,Wandoo woodlands,Eucalyptus wandoo,Multiple causes,Abiotic,0,0,1,1,sw Western Australia,0,,,,,,,,0.583333333,0.668557923,,,12,0.416666667,0.668557923,,,12,0.2406798827,0.0936597403,0.1678734751,x and SD
407,407,"{Swei, 2011 #29918}","Swei, 2011 ",Vertebrate,Reptile,Squamata,Iguanidae,Sceloporus_occidentalis,Sceloporus_occidentalis,Sceloporus_occidentalis,Sceloporus_occidentalis,Western fence lizard,Sceloporus,occidentalis,,,I,I,BAR,,,504,Trapping,,Oak forests,California bay (Umbellaria californica) and Quercus spp.,Phytophthora ramorum,Pathogen,1,0.5,1,2.5,"California, USA",0,,,0.12,,,,,,,,,,,,,,,0.2417468892,0.0940330807,0.0038624619,r
408,408,"{Drever, 2007 #32775}","Drever, 2007 ",Vertebrate,Bird,Passeriformes,Turdidae,Sialia currucoides,Sialia_currucoides,Sialia_currucoides,Sialia_currucoides,"bluebird, mountain",Sialia,currucoides,,,I,,AER,CAV,,,,,Mixed conifer/deciduous forest,Quaking aspen (Populus tremuloides); Douglas-fir (Pseudotsuga menziesii),Mountain pine beetle (Dendroctonus ponderosae),Insect,1,1,1,3,"British Columbia, Canada",1,10,,0.12,4.39,,,,,,,,,,,,,,0.2417468892,0.0940330807,0.0122191886,r
409,409,"{Matsuoka, 2001 #833}","Matsuoka, 2001 ",Vertebrate,Bird,Passeriformes,Paridae,Poecile hudsonicus ,Parus_hudsonicus,Parus_hudsonicus,Parus_hudsonicus,"Chickadee, Boreal ",Poecile,hudsonicus,,,I,I,CAN,CAV,,44,,densities (individuals/ha),White and lutz spruce,Picea glauca/P.lutzii,Spruce beetle (Dendroctonus rufipennis),Insect,1,1,1,3,"Alaska, USA",0,,,,,,,,0.7,0.38,0.19,26,4,0.6,0.335410197,0.15,18,5,0.2500527759,0.0969283488,0.4534736884,x and SD
410,410,"{Vindstad, 2015 #29916}","Vindstad, 2015 ",Vertebrate,Bird,Passeriformes,Turdidae,Turdus pilaris,Turdus_pilaris,Turdus_pilaris,Turdus_pilaris,Fieldfare,Turdus,pilaris,,,O,O,GRO,TREE,,12,,predicted abundances provided by the Bayesian model ,Mountain Birch,Betula pubescens czerepanovii,Geometrid moth (Lepidoptera: Geometridae),Insect,0,0.5,1,1.5,northern Norway,0,,,,,,,,0.95,1.04,,,6,0.68,0.78,,,4,0.2563235842,0.0991015126,0.4199517557,x and SD
411,411,"{Falcone, 2009 #29919}","Falcone, 2009 ",Arthropod,Arachnida,Araneae,Araneae,,Araneae,Araneae,Araneae,Spiders,Spiders,Spiders,,,I,I,LOW,,,197,,Abundance (numbers per branch),Eastern hemlock,Tsuga canadensis,Hemlock woolly adelgid (Adelges tsugae) ,Insect,1,1,1,3,"North Carolina, USA",0,,,,,,,,1.8,1.2,,,6,1.5,0.9,,,6,0.2609918707,0.1007122868,0.3361715315,x and SD
412,412,"{Darveau, 1997 #634}","Darveau, 1997 ",Arthropod,Insecta,Hemiptera ,Hemiptera,,Hemiptera,Hemiptera,Hemiptera,Homoptera ,Homoptera ,Homoptera ,,,L,P,LOW,,,7920,,,Sugar maple forest,Acer saccharum,Multiple causes,Abiotic,0,0.5,0,0.5,"Quebec, Canada",0,,,0.13,,,0.35,,,,,,,,,,,,0.2622252450,0.1011368620,0.0002440928,r
413,413,"{Darveau, 1997 #634}","Darveau, 1997 ",Arthropod,Insecta,Lepidoptera,Lepidoptera,,Lepidoptera,Lepidoptera,Lepidoptera,Moth/butterfly larvae - leaf-mining,Lepidoptera,Lepidoptera,,,L,P,CAN,,,3816,,,Sugar maple forest,Acer saccharum,Multiple causes,Abiotic,0,0.5,0,0.5,"Quebec, Canada",0,,,0.13,,,0.37,,,,,,,,,,,,0.2622252450,0.1011368620,0.0005066766,r
414,414,"{Buchanan, 2016 #32059}","Buchanan, 2016 ",Vertebrate,Bird,Passeriformes,Cardinalidae,Cardinalis cardinalis,Cardinalis_cardinalis,Cardinalis_cardinalis,Cardinalis_cardinalis,"Cardinal, Northern",Cardinalis,cardinalis,,,S,S,GRO,LOW,,59,,Abundance,Eastern hemlock,Tsuga canadensis,Hemlock woolly adelgid (Adelges tsugae) ,Insect,1,1,1,3,"Connecticut, USA",1,59,0.14,0.13,,,,,,,,,,,,,,,0.2622252450,0.1011368620,0.0333317180,r
415,415,"{Darveau, 1992 #7604}","Darveau, 1992 ",Vertebrate,Bird,Passeriformes,Parulidae,Setophaga caerulescens,Dendroica_caerulescens,Dendroica_caerulescens,Dendroica_caerulescens,"Warbler, Black-throated blue",Setophaga,caerulescens,,,I,I,LOW,LOW,,53,,,Sugar maple forest,Acer saccharum,Multiple causes,Abiotic,0,0.5,0,0.5,"Quebec, Canada",0,,,0.13,,,,,0.9,0.5,,,,,,,,,0.2622252450,0.1011368620,0.0371789457,r
416,416,"{Wentzel, Unpublished data #545}","Wentzel, Unpub.",Vertebrate,Bird,Passeriformes,Corvidae,Corvus coronoides,Corvus_coronoides,Corvus_coronoides,Corvus_coronoides,"Raven, Australian ",Corvus,coronoides,,,O,O,GRO,TREE,,24,Observation,,Tuart woodlands,Eucalyptus gomphocephala,Phytophthora multivora,Pathogen,1,0,0,1,sw Western Australia,0,,,,,,,,,,,,12,,,,,12,0.2696602112,0.1036875098,0.1681815964,x and SD
417,417,"{Wentzel, Unpublished data #545}","Wentzel, Unpub.",Vertebrate,Bird,Passeriformes,Pachycephalidae,Pachycephala rufiventris,Pachycephala_rufiventris,Pachycephala_rufiventris,Pachycephala_rufiventris,"Whistler, Rufous ",Pachycephala,rufiventris,25.5,0.15,I,I,CAN,TREE,,70,Observation,,Tuart woodlands,Eucalyptus gomphocephala,Phytophthora multivora,Pathogen,1,0,0,1,sw Western Australia,0,,,,,,,,,,,,12,,,,,12,0.2697750329,0.1037267835,0.1681828868,x and SD
418,418,"{Adams, 1991 #1047}","Adams, 1991 ",Vertebrate,Mammal,Rodentia,Cricetidae,Peromyscus maniculatus,Peromyscus_maniculatus,Peromyscus_maniculatus,Peromyscus_maniculatus,Deer mouse,Peromyscus,maniculatus,20,0.11,S,S,GRO,GRO,N,56,Trapping,,Fraser fir,Abies fraseri,Balsam woolly adelgid (Adelges piceae),Insect,1,1,1,3,"North Carolina, USA",1,26,,,,,,1.021828844,8.18,,,,1,3.33,,,,1,0.2726615694,0.1047129299,2.0185860829,chi
419,419,"{Wentzel, Submitted #426}","Wentzel, Submitted ",Vertebrate,Bird,Passeriformes,Acanthizidae,Smicrornis brevirostris,Smicrornis_brevirostris,Smicrornis_brevirostris,Smicrornis_brevirostris,Weebill ,Smicrornis,brevirostris,,,I,I,CAN,TREE,,85,Observation,,Tuart woodlands,Eucalyptus gomphocephala,Phytophthora multivora,Pathogen,1,0,0,1,sw Western Australia,0,,,,,,,,,,,,12,,,,,12,0.2745654725,0.1053621494,0.1682372125,x and SD
420,420,"{Buchanan, 2016 #32059}","Buchanan, 2016 ",Vertebrate,Bird,Passeriformes,Cardinalidae,Piranga olivacea,Piranga_olivacea,Piranga_olivacea,Piranga_olivacea,"Tanager, Scarlet ",Piranga,olivacea,,,S,SI,CAN,TREE,,59,,Abundance,Eastern hemlock,Tsuga canadensis,Hemlock woolly adelgid (Adelges tsugae) ,Insect,1,1,1,3,"Connecticut, USA",1,59,0.09,0.14,,,,,,,,,,,,,,,0.2827850071,0.1081538754,0.0331488336,r
421,421,"{Drever, 2007 #32775}","Drever, 2007 ",Vertebrate,Bird,Passeriformes,Vireonidae,Vireo gilvus,Vireo_gilvus,Vireo_gilvus,Vireo_gilvus,"vireo, Warbling",Vireo,gilvus,,,I,I,CAN,TREE,,,,,Mixed conifer/deciduous forest,Quaking aspen (Populus tremuloides); Douglas-fir (Pseudotsuga menziesii),Mountain pine beetle (Dendroctonus ponderosae),Insect,1,1,1,3,"British Columbia, Canada",1,10,,0.14,6.78,,,,,,,,,,,,,,0.2827850071,0.1081538754,0.0120905877,r
422,422,"{Tingley, 2002 #795}","Tingley, 2002 ",Vertebrate,Bird,Passeriformes,Cardinalidae,Piranga olivacea,Piranga_olivacea,Piranga_olivacea,Piranga_olivacea,"Tanager, Scarlet ",Piranga,olivacea,,,S,SI,CAN,TREE,,36,Observation,,Eastern hemlock,Tsuga canadensis,Hemlock woolly adelgid (Adelges tsugae) ,Insect,1,1,1,3,"Connecticut, USA",0,,,,,,,0.76595283,21,,,,1,14,,,,1,0.2967288766,0.1128491822,2.0220120065,chi
423,423,"{Ingwell, 2012 #32782}","Ingwell, 2012 ",Arthropod,Insecta,Coleoptera,Coleoptera,,Coleoptera,Coleoptera,Coleoptera,Beetles,Beetles,Beetles,,,O,O,GRO,,,800,,,Eastern hemlock,Tsuga canadensis,Hemlock woolly adelgid (Adelges tsugae) ,Insect,1,1,1,3,Southern New England,0,,,,,,,17.64,484,,,,4,316,,,,4,0.3003142686,0.1140483282,0.0000000010,chi
424,424,"{Martel, 1997 #519}","Martel, 1997 ",Arthropod,Insecta,Lepidoptera,Lepidoptera,,Lepidoptera,Lepidoptera,Lepidoptera,Moth/butterfly larvae - exposed,Lepidoptera,Lepidoptera,,,L,P,LOW,,,255,Sampling multiple seasons over 3 years,Abundance,Sugar maple forest,Acer saccharum,Multiple causes,Abiotic,0,0.5,0,0.5,"Quebec, Canada",0,,,,,,,,0.673333333,0.977589358,,,15,0.449333333,0.309272572,,,15,0.3005909688,0.1141407340,0.1348392488,x and SD
425,425,"{Moore, 2014 #370}","Moore, 2014 ",Vertebrate,Mammal,Peramelemorphia,Peramelidae,Isoodon fusciventer,Isoodon_fusciventer,Isoodon_fusciventer,Isoodon_fusciventer,Quenda,Isoodon,fusciventer,1000,0.48,I,I,GRO,GRO,N,270,Index,Scats counts,Wandoo woodlands,Eucalyptus wandoo,Multiple causes,Abiotic,0,0,1,1,sw Western Australia,0,,,,,,,,13.8,18.21354807,,,10,9.428571429,10.13534779,,,14,0.3011419380,0.1143246752,0.1733178728,x and SD
426,426,"{Darveau, 1997 #634}","Darveau, 1997 ",Vertebrate,Bird,Piciformes,Picidae,Sphyrapicus varius,Sphyrapicus_varius,Sphyrapicus_varius,Sphyrapicus_varius,"Sapsucker, Yellow-bellied ",Sphyrapicus,varius,,,I,I,BAR,CAV,,50.4,,,Sugar maple forest,Acer saccharum,Multiple causes,Abiotic,0,0.5,0,0.5,"Quebec, Canada",0,,,0.15,,,0.29,,,,,,,,,,,,0.3034330425,0.1150887263,0.0386917019,r
427,427,"{Rosemier, 2010 #29921}","Rosemier, 2010 ",Vertebrate,Mammal,Rodentia,Sciuridae,Tamias striatus,Tamias_striatus,Tamias_striatus,Tamias_striatus,Eastern chipmunk,Tamias,striatus,90,0.29,S,SP,CAN,GRO,N,105.1666667,Trapping,Population estimates,American beech,Fagus grandifolia,Beech Bark Disease (introduced scale insect Cryptococcus fagisuga +),Insect,1,1,1,3,"Michigan, USA",0,,,,,,,,13.53333333,20.01041396,5.166666667,,15,7.5,18.07392228,4.666666667,,15,0.3078667322,0.1165634929,0.1349130321,x and SD
428,428,"{Moore, 2014 #370}","Moore, 2014 ",Vertebrate,Mammal,Diprotodontia,Phalangeridae,Trichosurus vulpecula,Trichosurus_vulpecula,Trichosurus_vulpecula,Trichosurus_vulpecula,Common brushtail possum,Trichosurus,vulpecula,2000,0.52,L,P,CAN,TREE,N,1959,Index,Scats counts,Wandoo woodlands,Eucalyptus wandoo,Multiple causes,Abiotic,0,0,1,1,sw Western Australia,0,,,,,,,,99.7,95.02520134,,,10,68.71428571,91.73073352,,,14,0.3213487441,0.1210174563,0.1735799259,x and SD
429,429,"{Drever, 2007 #32775}","Drever, 2007 ",Vertebrate,Bird,Passeriformes,Motacillidae,Anthus rubescens,Anthus_rubescens,Anthus_rubescens,Anthus_rubescens,"pipit, American",Anthus,rubescens,,,I,,GRO,GRO,,,,,Mixed conifer/deciduous forest,Quaking aspen (Populus tremuloides); Douglas-fir (Pseudotsuga menziesii),Mountain pine beetle (Dendroctonus ponderosae),Insect,1,1,1,3,"British Columbia, Canada",1,10,,0.16,0.62,,,,,,,,,,,,,,0.3241763594,0.1219458301,0.0119430477,r
430,430,"{Kendeigh, 1982 #832}","Kendeigh, 1982 ",Vertebrate,Bird,Passeriformes,Turdidae,Hylocichla mustelina,Hylocichla_mustelina,Hylocichla_mustelina,Hylocichla_mustelina,Wood thrush,Hylocichla,mustelina,,,I,I,GRO,TREE,,53,Observation over 50 years,Breeding pairs,Dutch Elm,Ulmus americana,Dutch Elm Disease (Ophiostoma ulmi+),Pathogen,0.5,1,1,2.5,"Illinois, USA",1,49,,,,,,,1.8125,1.424488212,,,16,1.333333333,1.45521375,,,18,0.3246826163,0.1221118371,0.1196058320,x and SD
431,431,"{DeGraaf, 1987 #32058}","DeGraaf, 1987 ",Vertebrate,Bird,Passeriformes,Corvidae,Cyanocitta cristata,Cyanocitta_cristata,Cyanocitta_cristata,Cyanocitta_cristata,"Jay, Blue",Cyanocitta,cristata,,,S,S,GRO,TREE,,20,,Counts,Oak/maple forest,Quercus spp.,Gypsy moth (Lymantria dispar),Insect,0,1,1,2,"Pennsylvania, USA",0,,,,,,,0.45,6.5,6.363961031,,,2,3.5,3.535533906,,,2,0.3287936197,0.1234575342,1.0135131555,x and SD
432,432,"{Alsop, 1991 #1048}","Alsop, 1991 ",Vertebrate,Bird,Passeriformes,Certhiidae,Certhia americana,Certhia_americana,Certhia_americana,Certhia_americana,Brown creeper,Certhia,americana,,,I,I,BAR,TREE,,26,Observation,,Fraser fir,Abies fraseri,Balsam woolly adelgid (Adelges piceae),Insect,1,1,1,3,"Tennessee, USA",1,18,,,,,0.405380556,0.692307692,16,,,,1,10,,,,1,0.3307907079,0.1241097598,2.0273556231,chi
433,433,"{Matsuoka, 2001 #833}","Matsuoka, 2001 ",Vertebrate,Bird,Passeriformes,Turdidae,Catharus ustulatus,Catharus_ustulatus,Catharus_ustulatus,Catharus_ustulatus,"Thrush, Swainson’s ",Catharus,ustulatus,,,I,IF,AER,LOW,,214,,densities (individuals/ha),White and lutz spruce,Picea glauca/P.lutzii,Spruce beetle (Dendroctonus rufipennis),Insect,1,1,1,3,"Alaska, USA",0,,,,,,,,0.5,0.1,0.05,124,4,0.46,0.111803399,0.05,90,5,0.3323350968,0.1246134684,0.4561359231,x and SD
434,434,"{Lance, 2000 #1165}","Lance, 2000 ",Vertebrate,Bird,Passeriformes,Parulidae,Cardellina pusilla,Alcedo_pusilla,Alcedo_pusilla,Alcedo_pusilla,"Warbler, Wilson’s ",Cardellina,pusilla,,,I,I,CAN,GRO,,22,,,White and lutz spruce,Picea glauca/P.lutzii,Spruce beetle (Dendroctonus rufipennis),Insect,1,1,1,3,"Alaska, USA",0,,,,,,,0.584885359,13,,,,1,8,,,,1,0.3325420971,0.1246809380,2.0276460616,chi
435,435,"{Simmons, 2011 #29913}","Simmons, 2011 ",Vertebrate,Mammal,Rodentia,Muridae,Mus musculus,Mus_musculus,Mus_musculus,Mus_musculus,House mouse,Mus,musculus,18,0.1,S,S,GRO,GRO,N,13,Trapping,,Banksia woodland,Banksia spp.,Phytophthora cinnamomi,Pathogen,1,0.5,1,2.5,sw Western Australia,0,,,,,,,,1.6,2.073644135,,,5,1,1,,,5,0.3327157499,0.1247375302,0.4055349885,x and SD
436,436,"{Postle, 1986 #32056}","Postle, 1986 ",Arthropod,Insecta,Hymenoptera,Formicidae,,Formicidae,Formicidae,Formicidae,Ants,Ants,Ants,,,O,O,GRO,,,2231.283945,Litter/soil sampling,Abundance,Jarrah forest,Eucalyptus marginata,Phytophthora cinnamomi,Pathogen,1,0,0,1,sw Western Australia,0,,,,,,,,16.96666667,41.18816578,,,9,6.505555556,7.825377165,,,9,0.3360260741,0.1258149340,0.2253587090,x and SD
437,437,"{Gunnarsson, 1988 #32780}","Gunnarsson, 1988 ",Arthropod,Arachnida,Araneae,Araneae,,Araneae,Araneae,Araneae,Tangleweb spiders,Spiders,Spiders,,,I,I,CAN,,,298.6016,,,Spruce,Picea abies,Air pollution needle-loss,Abiotic,1,0,1,2,SW Sweden,0,,,,,,,,7.4,5.5,,,16,5.7,4.1,,,16,0.3416120270,0.1276269429,0.1268234184,x and SD
438,438,"{Drever, 2007 #32775}","Drever, 2007 ",Vertebrate,Bird,Passeriformes,Fringillidae,Spinus pinus,Carduelis_pinus,Carduelis_pinus,Carduelis_pinus,Pine siskin ,Spinus,pinus,,,S,S,CAN,TREE,,,,,Mixed conifer/deciduous forest,Quaking aspen (Populus tremuloides); Douglas-fir (Pseudotsuga menziesii),Mountain pine beetle (Dendroctonus ponderosae),Insect,1,1,1,3,"British Columbia, Canada",1,10,,0.17,10.66,,,,,,,,,,,,,,0.3450221205,0.1287294269,0.0118622868,r
439,439,"{DeGraaf, 1987 #32058}","DeGraaf, 1987 ",Vertebrate,Bird,Passeriformes,Cardinalidae,Pheucticus ludovicianus,Pheucticus_ludovicianus,Pheucticus_ludovicianus,Pheucticus_ludovicianus,grosbeak Rose-breasted ,Pheucticus,ludovicianus,,,I,I,CAN,TREE,,12,,Counts,Oak/maple forest,Quercus spp.,Gypsy moth (Lymantria dispar),Insect,0,1,1,2,"Pennsylvania, USA",0,,,,,,,0.333333333,4,4.242640687,,,2,2,1.414213562,,,2,0.3568248232,0.1325237804,1.0159154943,x and SD
440,440,"{Moore, 2014 #370}","Moore, 2014 ",Vertebrate,Mammal,Peramelemorphia,Peramelidae,Isoodon fusciventer,Isoodon_fusciventer,Isoodon_fusciventer,Isoodon_fusciventer,Quenda,Isoodon,fusciventer,1000,0.48,I,I,GRO,GRO,N,44,Index,Digging counts,Wandoo woodlands,Eucalyptus wandoo,Multiple causes,Abiotic,0,0,1,1,sw Western Australia,0,,,,,,,,2.6,5.059644256,,,10,1.285714286,1.772810521,,,14,0.3613604508,0.1339731297,0.1741490167,x and SD
441,441,"{Lance, 2000 #1165}","Lance, 2000 ",Vertebrate,Bird,Passeriformes,Turdidae,Ixoreus naevius ,Zoothera_naevia,Zoothera_naevia,Zoothera_naevia,Varied Thrush ,Ixoreus,naevius,,,I,I,GRO,LOW,,37,,,White and lutz spruce,Picea glauca/P.lutzii,Spruce beetle (Dendroctonus rufipennis),Insect,1,1,1,3,"Alaska, USA",0,,,,,,,1.156761602,23,,,,1,14,,,,1,0.3613918854,0.1339831577,2.0326510237,chi
442,442,"{Roberts, 2019 #30945}","Roberts, 2018",Vertebrate,Bird,Passeriformes,Tyrannidae,Contopus sordidulus,Contopus_sordidulus,Contopus_sordidulus,Contopus_sordidulus,"Wood-pewee, Western",Contopus,sordidulus,,,I,I,AER,TREE,,,,,Mixed conifer forest,Ponderosa pine (Pinus ponderosa) predominantly,Drought followed by bark beetles Dendroctonus spp.,Abiotic,1,0.5,1,2.5,"California, USA",1,7,,,,,,,,,,,,,,,,,0.3647293226,0.1350465229,0.5162440447,off graph
443,443,"{Drever, 2007 #32775}","Drever, 2007 ",Vertebrate,Bird,Passeriformes,Parulidae,Dendroica petechia,Dendroica_petechia,Dendroica_petechia,Dendroica_petechia,"Warbler, Yellow",Dendroica,petechia,,,I,I,CAN,LOW,,,,,Mixed conifer/deciduous forest,Quaking aspen (Populus tremuloides); Douglas-fir (Pseudotsuga menziesii),Mountain pine beetle (Dendroctonus ponderosae),Insect,1,1,1,3,"British Columbia, Canada",1,10,,0.18,2.69,,,,,,,,,,,,,,0.3659776557,0.1354435953,0.0117769307,r
444,444,"{Anderson, 2011 #29914}","Anderson, 2011 ",Vertebrate,Mammal,Diprotodontia,Phalangeridae,Trichosurus vulpecula,Trichosurus_vulpecula,Trichosurus_vulpecula,Trichosurus_vulpecula,Common brushtail possum,Trichosurus,vulpecula,2000,0.52,L,P,CAN,TREE,N,86,Trapping,,Tuart woodlands,Eucalyptus gomphocephala,Phytophthora multivora,Pathogen,1,0,0,1,sw Western Australia,0,,,,,,,,8,5.138093031,,,6,6.333333333,2.943920289,,,6,0.3672810250,0.1358577867,0.3389539730,x and SD
445,445,"{Moore, 2013 #345}","Moore, 2013 ",Vertebrate,Reptile,Squamata,Gekkonidae,Diplodactylus_granariensis,Diplodactylus_granariensis,Diplodactylus_granariensis,Diplodactylus_granariensis,,Diplodactylus,granariensis,,,I,I,GRO,,,12,Trapping,,Wandoo woodlands,Eucalyptus wandoo,Multiple causes,Abiotic,0,0,1,1,sw Western Australia,0,,,,,,,,0.666666667,0.984731928,,,12,0.333333333,0.651338947,,,12,0.3854800275,0.1416002696,0.1697623927,x and SD
446,446,"{Wentzel, Unpublished data #547}","Wentzel, Unpub.",Vertebrate,Reptile,Squamata,Scincidae,Morethia_lineoocellata,Morethia_lineoocellata,Morethia_lineoocellata,Morethia_lineoocellata,,Morethia,lineoocellata,,,I,I,GRO,,,40,Pitfall trapping,,Tuart woodlands,Eucalyptus gomphocephala,Phytophthora multivora,Pathogen,1,0,0,1,sw Western Australia,0,,,,,,,,,,,,12,,,,,12,0.3860048465,0.1417647489,0.1697708279,x and SD
